,companyName,auxiliaryName,businessIdentityCode,registerNumberInHomeState,address,address2,businessAddress,locationOfHeadOffice,zipCode,city,homeState,telephone,telefax,wwwAddress,groups,personsInCharge,supervisorsInFSA,authorisationsAndOtherOperationGrounds,providedServices,funds,principalOfAnAgent,servicesDescription,dateOfRegistration,reprimands,businessZipCode,businessCity,tiedAgents
799,Taaleri Wealth Management Ltd,,2080113-9,,Kasarmikatu 21 B,,,,00130,HELSINKI,Finland,046 714 7100,,http://www.taaleritehdas.fi,"[{'groupNumber': 2400, 'groupName': 'Investment firms'}]",[],"[{'name': 'Raija Railas', 'telephoneNumber': '+358 9 183 5235', 'role': ' (principal)'}, {'name': 'Katarina Pesola', 'telephoneNumber': '+358 9 183 5243', 'role': ''}, {'name': 'Heidi Tähtinen', 'telephoneNumber': '+358 9 183 5314', 'role': ''}]","[{'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Execution of orders'}, {'authorisationName': 'Dealing on own account'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Placing of financial instruments without a firm commitment basis'}, {'authorisationName': 'Investment research, financial analysis and general recommendations relating to financial instruments'}, {'authorisationName': 'Safekeeping of financial instruments'}, {'authorisationName': 'Other services related to investment services'}]",[],[],[],,,,,,"[{'investmentFirmName': 'Taaleri Varainhoito Oy', 'tiedAgentName': 'Taaleri Oulu Oy', 'tiedAgentIdentityCode': '2453384-8', 'streetAddress': 'Pakkahuoneekatu 15 A, 2. krs', 'zipCode': '90100', 'city': 'Oulu', 'homeState': 'Finland', 'receiveAndTransmitInstructionsAndOrdersFromTheClientsInRespectOfInvestmentAndAncillaryServicesOrFinancialInstruments': True, 'placeFinancialInstrumentsToClients': True, 'provideInvestmentAndAncillaryServicesOrAdviceInRespectOfFinancialInstrumentsOfferedByTheInvestmentFirmToClients': True, 'promoteTheInvestmentAndAncillaryServicesOfInvestmentFirmToClients': True}, {'investmentFirmName': 'Taaleri Varainhoito Oy', 'tiedAgentName': 'Debidor Oy', 'tiedAgentIdentityCode': '2776798-1', 'streetAddress': 'Vesijärvenkatu 20 C, 3. krs', 'zipCode': '15140', 'city': 'Lahti', 'homeState': 'Finland', 'receiveAndTransmitInstructionsAndOrdersFromTheClientsInRespectOfInvestmentAndAncillaryServicesOrFinancialInstruments': True, 'placeFinancialInstrumentsToClients': True, 'provideInvestmentAndAncillaryServicesOrAdviceInRespectOfFinancialInstrumentsOfferedByTheInvestmentFirmToClients': True, 'promoteTheInvestmentAndAncillaryServicesOfInvestmentFirmToClients': True}]"
800,Taitokaari Property Management Oy,,1821273-0,,Kaskimäenkatu 1,,,,33900,TAMPERE,Finland,03 357 9300,,http://www.tkpm.fi/,"[{'groupNumber': 4938, 'groupName': 'Registered Alternative Investment Fund Managers'}]",[],[],[],[],"[{'fundName': 'TKPM Asuntorahasto I Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Myrhattan Kehitys Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'TKPM Satukuja Kehitys Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'TK Kehitys Ky', 'fundType': 'Suomalainen muu AIF'}]",[],,,,,,[]
801,Taivalkosken Osuuspankki,,0190089-5,,Talonpojantie 7,,,,93400,TAIVALKOSKI,Finland,010 257 5301,010 257 5320,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
802,Taivassalon Osuuspankki,,0139989-3,,Ihattulantie 5,,,,23310,TAIVASSALO,Finland,010 255 5801,010 255 5811,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
803,Takon Sairauskassa,,0432514-4,,PL 205,,,,33101,TAMPERE,Finland,050 308 6522,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
804,Tamfeltin sairauskassa,,0870169-6,,c/o Lokomon Sairauskassa,PL 306,,,33101,TAMPERE,Finland,0503173884,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
805,Tampere District Co-Operative Bank,,0828972-6,,PL 30,,,,33101,TAMPERE,Finland,0102546011,0102546228,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
806,Tampereen kaupunkikonsernin vakuutuskassa,,0155574-5,,Aleksis Kiven katu 10 E 56,,,,33210,TAMPERE,Finland,03 565 34461,03 565 34460,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
807,Tapaturmavakuutuskeskus (TVK),,0202397-8,,PL 275,,,,00121,HELSINKI,Finland,(09) 680 401,,http://www.tvk.fi,"[{'groupNumber': 3800, 'groupName': 'Others (insurance)'}]",[],[],[{'authorisationName': 'The operation of the Federation of Accident Insurance Institutions is based on law'}],[],[],[],,,,,,[]
808,Tarjova Vakuutuspalvelut Oy,,2837190-3,,Kivikkokuja 6,,,,40520,JYVÄSKYLÄ,Finland,040 064 7660,,,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
809,Telia Communication Oy,,0962834-7,,,,,,,,,,,,"[{'groupNumber': 4951, 'groupName': 'Removed from the register'}]",[],[],[],[],[],[],,,,,,[]
810,"Telia Finance Finland, Telia Finance AB:n Suomen sivuliike",,2123305-7,,PL 520,,,,00051,SONERA,Finland,+358 40 562 2757,,,"[{'groupNumber': 1630, 'groupName': ""Foreign credit institutions' branches in Finland from EEA countries""}]",[],[],[{'authorisationName': 'Notification of the branch'}],[],[],[],,,,,,[]
811,Telia Finland Oyj,,1475607-9,,Teollisuuskatu 15,,,,00510,HELSINKI,Finland,,,,"[{'groupNumber': 4815, 'groupName': 'Registered service provider (legal person)'}]",[],"[{'name': 'Anni Meriläinen', 'telephoneNumber': '+358 9 183 5050', 'role': ''}, {'name': 'Juha Eerikäinen', 'telephoneNumber': '+358 9 183 5322', 'role': ''}]",[{'authorisationName': 'Registered service provider (legal person)'}],"[{'serviceName': '3a) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of direct debits, including one-off direct debits'}, {'serviceName': '5a) Issuing of payment instruments'}, {'serviceName': '5b) Acquiring of payment transactions'}, {'serviceName': '3b) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '3c) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of credit transfers, including standing orders'}, {'serviceName': '4a) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of direct debits, including one-off direct debits'}, {'serviceName': '4b) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '4c) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of credit transfers, including standing orders'}]",[],[],,,,,,[]
812,Telia Payment Oy,,1636595-2,,PL 106,,,,00051,TELIA,Finland,+358408684274,,,"[{'groupNumber': 4815, 'groupName': 'Registered service provider (legal person)'}]",[],"[{'name': 'Anni Meriläinen', 'telephoneNumber': '+358 9 183 5050', 'role': ''}, {'name': 'Juha Eerikäinen', 'telephoneNumber': '+358 9 183 5322', 'role': ''}]",[{'authorisationName': 'Registered service provider (legal person)'}],"[{'serviceName': '3a) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of direct debits, including one-off direct debits'}, {'serviceName': '5a) Issuing of payment instruments'}, {'serviceName': '5b) Acquiring of payment transactions'}, {'serviceName': '3b) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '3c) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of credit transfers, including standing orders'}, {'serviceName': '4a) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of direct debits, including one-off direct debits'}, {'serviceName': '4b) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '4c) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of credit transfers, including standing orders'}]",[],[],,,,,,[]
813,Telian Eläkesäätiö,,1735803-3,,Arabiankatu 12,,,,00560,HELSINKI,Finland,020 405 4051,,,"[{'groupNumber': 3420, 'groupName': 'Company pension funds'}]",[],"[{'name': 'Santeri Palojärvi', 'telephoneNumber': '+358 9 183 5572', 'role': ''}]",[{'authorisationName': 'Company pension fund is registered'}],[],[],[],,,,,,[]
814,Teljän sairauskassa,,0225001-1,,Pohjoispuisto 4,,,,28100,PORI,Finland,040 482 1128,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
815,Teollisen Yhteistyön Rahasto Oy,,0356880-6,,Porkkalankatu 22 A,,,,00180,HELSINKI,Finland,,,,"[{'groupNumber': 4950, 'groupName': 'Removed from the register'}]",[],[],[],[],[],[],,,,,,[]
816,Teollisuuden työttömyyskassa,,0568870-5,,PL 116,,,,00531,HELSINKI,Finland,020 690 455,020 77 41270,http://www.metalliliitto.fi,"[{'groupNumber': 3700, 'groupName': 'Unemployment funds'}]",[],"[{'name': 'Jussi Pearlman', 'telephoneNumber': '+358 9 183 5568', 'role': ''}]",[{'authorisationName': 'The Unemployment Fund has authorisation'}],[],[],[],,,,,,[]
817,Teollisuusmeklarit Oy,,2728457-6,,Petäjävedentie 1758,,,,41860,TIKKALA,Finland,0400243330,,,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
818,Tervakosken sairauskassa,,0432627-8,,Vähikkäläntie 1,,,,12400,TERVAKOSKI,Finland,(019) 771 280,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
819,Terveydenhuoltoalan työttömyyskassa - Hälsovårdens arbetslöshetskassa,,0217151-6,,PL 70,,,,00060,TEHY,Finland,(09) 5422 7300,(09) 148 3384,http://www.tehy.fi,"[{'groupNumber': 3700, 'groupName': 'Unemployment funds'}]",[],"[{'name': 'Tea Holmström', 'telephoneNumber': '+358 9 183 5563', 'role': ''}]",[{'authorisationName': 'The Unemployment Fund has authorisation'}],[],[],[],,,,,,[]
820,Tervolan Osuuspankki,,0193238-7,,Keskustie 95,,,,95300,TERVOLA,Finland,010 257 2201,010 257 2250,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
821,Tervon Osuuspankki,,0173074-2,,Urheilutie 1,,,,72210,TERVO,Finland,010 276 006,010 257 6099,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
822,Terwa Management Oy,,2772854-4,,Pitkänmöljäntie 21,,,,90510,Oulu,Finland,,,www.terwarahasto.fi,"[{'groupNumber': 4938, 'groupName': 'Registered Alternative Investment Fund Managers'}]",[],[],[],[],"[{'fundName': 'Terwarahasto 1 Ky', 'fundType': 'Suomalainen muu AIF'}]",[],,2018-07-05T00:00:00,,,,[]
823,Tesi Fund Management Oy,,2224550-0,,PL 685,,,,00101,Helsinki,Finland,(09) 6803 6821,,,"[{'groupNumber': 4938, 'groupName': 'Registered Alternative Investment Fund Managers'}]",[],[],[],[],"[{'fundName': 'Kasvurahastojen Rahasto Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Kasvurahastojen Rahasto II Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Kasvurahastojen Rahasto III Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Kasvurahastojen Rahasto IV Ky', 'fundType': 'Suomalainen muu AIF'}]",[],,,,,,[]
824,Tesseract Group Oy,,2876803-8,,"Kasarmikatu 21 B, 4. kerros",,,,00130,Helsinki,,,,,"[{'groupNumber': 4971, 'groupName': 'Virtual currency providers'}]","[{'title': 'Chairman of the Board', 'name': 'Yichen Wu'}, {'title': 'CEO', 'name': 'Yichen Wu'}, {'title': 'Board member', 'name': 'Dinh Thien Phuc Tran'}, {'title': 'Board member', 'name': 'Ilkka Salo'}]","[{'name': 'Anni Meriläinen', 'telephoneNumber': '+358 9 183 5050', 'role': ''}, {'name': 'Juha Eerikäinen', 'telephoneNumber': '+358 9 183 5322', 'role': ''}]",[],"[{'serviceName': 'A virtual currency exchange service'}, {'serviceName': 'A wallet provider'}]",[],[],,2019-10-31T00:00:00,,,,[]
825,"Tessin Nordic AB, filial i Finland",,2926946-8,,,,,,,,Finland,,,,"[{'groupNumber': 4947, 'groupName': 'Registered crowdfunding intermediaries'}]","[{'title': 'Chairman of the Board', 'name': 'Pär Roosvall'}, {'title': 'Board member', 'name': 'Mats Karlsson'}, {'title': 'CEO', 'name': 'Jonas Björkman'}, {'title': 'Board member', 'name': 'Daniel Kraft'}]",[],[],[],[],[],,,,,,[]
826,"TF Bank AB, filial Finland",,2594352-3,,Keskuskatu 6 B,,,,00100,HELSINGFORS,Finland,02069 0591,,www.tfbank.fi,"[{'groupNumber': 1630, 'groupName': ""Foreign credit institutions' branches in Finland from EEA countries""}]",[],[],[{'authorisationName': 'Notification of the branch'}],[],[],[],,,,,,[]
827,The Mortgage Society of Finland,,0116931-8,,PL 509,,,,00101,HELSINKI,Finland,(09) 228 361,(09) 647 443,http://www.hypo.fi,"[{'groupNumber': 1220, 'groupName': 'Mortgage society'}]",[],"[{'name': 'Päivi Saari-Halonen', 'telephoneNumber': '+358 9 183 5290', 'role': ''}]",[{'authorisationName': 'Authorisation (credit institution)'}],[],[],[],,,,,,[]
828,The VTS Fund,,1508468-1,,Itämerenkatu 11-13,,,,00180,HELSINKI,Finland,020 793 4214,,www.vtsr.fi,"[{'groupNumber': 4100, 'groupName': 'Statutory funds'}]",[],[],"[{'authorisationName': ""MoF's decision (Deposit Guarantee Fund)""}]",[],[],[],,,,,,[]
829,Tihisenniemen sairauskassa,,0451062-2,,Lönnrotinkatu 6 L 3,,,,87100,KAJAANI,Finland,(08) 612 0407,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
830,Titanium Fund Management Company Ltd,,2288804-7,,Aleksanterinkatu 48 B,,,,00100,HELSINKI,Finland,09 8866 4080,09 8866 4088,http://www.titanium.fi/,"[{'groupNumber': 2500, 'groupName': 'Management companies'}, {'groupNumber': 4937, 'groupName': 'Authorised Alternative Investment Fund Managers'}]",[],"[{'name': 'Raija Railas', 'telephoneNumber': '+358 9 183 5235', 'role': ' (principal)'}, {'name': 'Heidi Tähtinen', 'telephoneNumber': '+358 9 183 5314', 'role': ''}]","[{'authorisationName': 'Portfolio Management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Alternative Investment Fund Management - Real estate strategy'}, {'authorisationName': 'Alternative Investment Fund Management - Funds of funds strategy'}, {'authorisationName': 'Investment fund activity'}, {'authorisationName': 'Activities related to investment funds'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}]",[],"[{'fundName': 'Erikoissijoitusrahasto Titanium Hoivakiinteistö', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto Titanium Asunto', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Sijoitusrahasto Titanium Kasvuosinko', 'fundType': 'Suomalainen UCITS-rahasto'}, {'fundName': 'Erikoissijoitusrahasto Titanium Varainhoito', 'fundType': 'Suomalainen erikoissijoitusrahasto'}]",[],,,,,,[]
831,Titanium Investment Services Ltd,,1064322-9,,"Mannerheimintie 4, 3 krs",,,,00100,HELSINKI,Finland,(09) 2709 1702 / 045,,www.titanium.fi,"[{'groupNumber': 2400, 'groupName': 'Investment firms'}]",[],"[{'name': 'Raija Railas', 'telephoneNumber': '+358 9 183 5235', 'role': ''}, {'name': 'Katarina Pesola', 'telephoneNumber': '+358 9 183 5243', 'role': ' (principal)'}]","[{'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Other services related to investment services'}]",[],[],[],,,,,,"[{'investmentFirmName': 'Titanium Sijoituspalvelut Oy', 'tiedAgentName': 'Threshold Invest Oy', 'tiedAgentIdentityCode': '2302874-3', 'streetAddress': 'Uusi Porvoontie 424', 'zipCode': '01120', 'city': 'VÄSTERSKOG', 'homeState': 'Finland', 'receiveAndTransmitInstructionsAndOrdersFromTheClientsInRespectOfInvestmentAndAncillaryServicesOrFinancialInstruments': True, 'placeFinancialInstrumentsToClients': True, 'provideInvestmentAndAncillaryServicesOrAdviceInRespectOfFinancialInstrumentsOfferedByTheInvestmentFirmToClients': True, 'promoteTheInvestmentAndAncillaryServicesOfInvestmentFirmToClients': True}, {'investmentFirmName': 'Titanium Sijoituspalvelut Oy', 'tiedAgentName': 'Uudenmaan sijoituspalvelu Oy', 'tiedAgentIdentityCode': '2174847-2', 'streetAddress': 'Pinninkatu 2-4 C 11', 'zipCode': '05800', 'city': 'HYVINKÄÄ', 'homeState': 'Finland', 'receiveAndTransmitInstructionsAndOrdersFromTheClientsInRespectOfInvestmentAndAncillaryServicesOrFinancialInstruments': True, 'placeFinancialInstrumentsToClients': True, 'provideInvestmentAndAncillaryServicesOrAdviceInRespectOfFinancialInstrumentsOfferedByTheInvestmentFirmToClients': True, 'promoteTheInvestmentAndAncillaryServicesOfInvestmentFirmToClients': True}, {'investmentFirmName': 'Titanium Sijoituspalvelut Oy', 'tiedAgentName': 'Titanium Life Oy', 'tiedAgentIdentityCode': '0785117-4', 'streetAddress': 'Mannerheimintie 4', 'zipCode': '00100', 'city': 'Helsinki', 'homeState': 'Finland', 'receiveAndTransmitInstructionsAndOrdersFromTheClientsInRespectOfInvestmentAndAncillaryServicesOrFinancialInstruments': True, 'placeFinancialInstrumentsToClients': True, 'provideInvestmentAndAncillaryServicesOrAdviceInRespectOfFinancialInstrumentsOfferedByTheInvestmentFirmToClients': True, 'promoteTheInvestmentAndAncillaryServicesOfInvestmentFirmToClients': True}, {'investmentFirmName': 'Titanium Sijoituspalvelut Oy', 'tiedAgentName': 'Matti Simojoki Consulting Oy', 'tiedAgentIdentityCode': '1758108-3', 'streetAddress': 'Isomestarinkatu 12', 'zipCode': '20780', 'city': 'Kaarina', 'homeState': 'Finland', 'receiveAndTransmitInstructionsAndOrdersFromTheClientsInRespectOfInvestmentAndAncillaryServicesOrFinancialInstruments': True, 'placeFinancialInstrumentsToClients': True, 'provideInvestmentAndAncillaryServicesOrAdviceInRespectOfFinancialInstrumentsOfferedByTheInvestmentFirmToClients': True, 'promoteTheInvestmentAndAncillaryServicesOfInvestmentFirmToClients': True}, {'investmentFirmName': 'Titanium Sijoituspalvelut Oy', 'tiedAgentName': 'SolidAc Oy', 'tiedAgentIdentityCode': '2738191-5', 'streetAddress': 'Kulkustie 6', 'zipCode': '36240', 'city': 'Kangasala', 'homeState': 'Finland', 'receiveAndTransmitInstructionsAndOrdersFromTheClientsInRespectOfInvestmentAndAncillaryServicesOrFinancialInstruments': True, 'placeFinancialInstrumentsToClients': True, 'provideInvestmentAndAncillaryServicesOrAdviceInRespectOfFinancialInstrumentsOfferedByTheInvestmentFirmToClients': True, 'promoteTheInvestmentAndAncillaryServicesOfInvestmentFirmToClients': True}, {'investmentFirmName': 'Titanium Sijoituspalvelut Oy', 'tiedAgentName': 'Juusela Consulting Oy', 'tiedAgentIdentityCode': '3094887-1', 'streetAddress': 'Tuulimyllyntie 4 C 33', 'zipCode': '00920', 'city': 'Helsinki', 'homeState': 'Finland', 'receiveAndTransmitInstructionsAndOrdersFromTheClientsInRespectOfInvestmentAndAncillaryServicesOrFinancialInstruments': True, 'placeFinancialInstrumentsToClients': True, 'provideInvestmentAndAncillaryServicesOrAdviceInRespectOfFinancialInstrumentsOfferedByTheInvestmentFirmToClients': True, 'promoteTheInvestmentAndAncillaryServicesOfInvestmentFirmToClients': True}]"
